Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
et cetera,22447,22456,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Kilson,22949,22955,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
rich?--but,23796,23806,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Johnny,25444,25450,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Institute,25941,25950,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Connie,26582,26588,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
the Institute of Afro-American,26819,26849,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,26861,26880,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Roscoe C. Brown Jr.,26886,26905,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
the Institute of Afro-American,27059,27089,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,27101,27120,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Harlem Opera,5,17,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Monty Norris,59,71,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Emory Taylor,232,244,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
the Harlem Opera Society,257,281,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
the WNBC Community Affairs Department,448,485,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
the Institute of Afro-American,506,536,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
New York University,548,567,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Roscoe C. Brown Junior,640,662,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
the Institute of Afro-American,675,705,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
New York University,717,736,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Harlem Opera,817,829,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
the Harlem Opera Society,982,1006,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Black Patty,1266,1277,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Cissy Reddy Jones,1279,1296,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Blind Tom,1298,1307,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Black Patty's,1433,1446,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Black Patty,1495,1506,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
the Harlem Opera Society,1809,1833,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
the Harlem Opera Society,1857,1881,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
the Metropolitan Opera,1960,1982,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
the Harlem Opera Society,2015,2039,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Fred Stauffer,2151,2164,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
Sam Rivers,2219,2229,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",1975-09-09,Eric Olsen,Finished
